리뷰내용,추천수
갈치조림만 해주지 않는데요.. 고등어와 갈치 비율을 선택해서 주문하는데.. 사람이 많아서 번호표 받을때 주문을 햇어요맛집이라고 햇지만 사실.. 금액에 비해 맛은 떨어지더라구요단맛조아하는분들이 가면 조아하실것같아요,1
영화는 못봤지만,1
네살박이 조카를 위해 꼭 가자햇던 곳역시 메인수족관이 최고네요~~,1
아름다운 바다색과 감귤색에 아름다움,1
오설록티뮤지엄에서 녹차 아이스크림먹고 녹차밭에 나가봣어요 녹차밭 사이에 숨어서 조카와 숨바꼭질 하고 녹차향도 맡고푸르른색이 참 좋앗어요,1
카멜리아힐 하면 단연 수국이죠..제가 간 날은 11월 1일.. 동백꽃축제기간이라길래 갓더니..동백이.이제 피려고 몽우리져잇더라구요해가질때쯤 조명이 텨져서 이쁜불빛을 보다가 왓어요,1
비오는날 따끈한고기로 우려낸국에 두툼한고기에 말은 부드럽고 쫄깃한 국수,1
아주큰 수족관 의자에앉아서 하염없이 이 수족관을 바라보고있었다.. 신기하면서도 오묘한느낌..,1
제주씨에스호텔에서 셀프웨딩 촬영~사람도 거의 없어서 여유롭게 단둘이서 촬영에 성공한곳! 드라마의 주인공이키스하던 자리에서 우리도 길라임 김주원 따라잡기~근데 내가 너무 들이댄다는 느낌이 드는건 뭐일까..,1
,1
제주씨에스호텔의 흑돼지바비큐~무한제공에ㅡ싱싱핞에 전복까지~눈도 입도 호강~~호텔의 달밤도  아름다웠네요,1
천지연 폭포가는길동화속같은 길,1
제주제주한 곳에서 셀프웨딩촬영을 하고 싶어 선택한탱자싸롱 게스트하우스~~,1
동화같은집,1
세화해변에서 셀프웨딩촬영~도로 건너편에다 삼각대와 비싼 대포렌즈 언져놓고 아슬아슬하게찍은 사진~버스랑 차들 지나갈때마다 부끄러움을감내하면서 찍어서인지 우리커플의 셀프웨딩 베스트 컷이 되었네요!,1
이쁜 돌담에서 셀프웨딩 촬영이 하고파 찾다찾다~찾아낸곳~해녀박물관에 있는 돌담~처음엔 맘에 안들어~투덜 거렸지만 삼각대로 구도맞추고 나니~넘나  자연스런~제주제주한 느낌이 되었네요근처에ㅡ말이 묵여있어서 좀 난감하고 후덜덜 했지만말은 우리에게 전혀~관심 없었네요~~,1
우리커플의 마지막 하이라이트~투명한 바닷속에서 맘껏 헤엄치기,1
,1
,1
산책하기 좋은곳,1
제주에서 마지막 식사.고기국수는 꼭 먹어보고싶어서 숙소에서 가까운 곳으로 갔다.고기가 정말 부드러웠다..또 가고싶다..,1
쇠소깍 뿐만아니라 절물자연휴양림 월정리해변에서 찍은 커플사진 공유합니다 *.* 사진찍을때 배경과 포즈 다 잘나오도록 노력했어요 !!! 꼭 뽑아주세요~~,1
너무맛있게 먹은 횟집♡스끼다시로 나온 처음먹어본 고등어회도 다금바리도 살아있네~,1
영실코스 등반 중 보이던 제주의 모습과 아름다운 상고대의 모습입니다,1
동심의세계로 들어간 느낌 아기자기 넘이쁘다♡,1
성읍녹차밭 카페 내에 있는 오늘은 카페~녹차아포카토가 단연 으뜸~셀프웨딩촬영후~잠깐의여유~,1
"우리애기가 태열이 심했는데, 한시간반정도 삼나무숲 산책했는데 피톤치트효과 제대로봤어요~!! 짱짱 공기강추!",1
좋아!! ㅋㅋㅋ 인증샷이에요!,1
용눈이 오름에 올랐는데 위에 소떼들이 있던!ㅋㅋ 어쩐지 올라가는 내내 소똥인지 말똥인지 모를 것들이 엄청 많더라고요ㅋㅋ,1
월정리 게스트하우스에서 1박 후 아침에 내리는 빛내림.,1
,1
,1
,1
친구들이랑 같이 방문했는데 시간가는줄 모르고 보냈어요!! 일층에서 진행하는 콘서트는 정말 실감나고 신기했어요!! 콘서트 정말 강추!!!!! 제주도 오면 또 방문예정!!!,1
정말 첨으로 친자매들끼리 오붓하게 즐겁게 다녀왔답니다..,1
#치치퐁#아이스크림#제주#귀욤#아기자기,1
"#제주에 온지 6일째 되던날 버스타고 혼자 찾아간 비자림#혼자 걸어도 외롭지않던#힘들었던 마음도 비워내지던#천년의 나무,비자림",1
송악산에서,1
,1
"쓸쓸한바다,나를반겨주는 의자 한개",1
,1
폐가도 예술작품이 되는 그곳,1
,1
누구라도 함께 사진 찍고 싶어지는 로비의 빅 테디베어와 함께^^,1
겨울이라 바람이 많이 불어서 너무 추웠네요.검은모래 신기했어요.,1
Kal호텔 정원의 돌하루방과 함께~,1
여러번 가봤지만 갈때마다 조용하고 정겨운 성읍민속마을 이에요.,1
가족 모두 정말 즐거운 시간이었네요.승마 재밌었어요.내려서는 당근도 먹여줬답니다.,1
감귤따기 체험처음이었는데 먹고 따고 싸오고 가족 모두 즐거운 시간이었어요.,1
시내에서 가까워 교통도 좋았고 다양한 볼거리가 많았어요.,1
작년 겨울 한라산에 눈이 내리고 길을 지나면서 눈이 쌓였네... 그렇게만 생각했는데 하늘에서 보니 정말 장관이네요아름다운 제주로 늘 변함없이 있어주길 바랍니다 언제나 아름다운 제주를 만날 수 있길 그리고 이런 아름다운 제주를 볼 수 있게 해 주셔서 고맙습니다.  제주의 겨울을 많이 알려야겠네요 ㅎㅎ,1
#제주도 #산굼부리 #친구 #여행 #트윈룩 #귤먹고싶다 #억새 #장관 #알록달록등산복피해열심히찍었다 #제주에살고싶다,1
#귤밭76번지#제주여행하늘빛 귤빛 그리고 아이들 웃음이 너무 잘 어울리는 곳입니다.12월 여행이었지만 따뜻한 봄날같았던 벌써 추억속의 사진이네요.,1
#귤체험#귤밭76번지귤이 너무 많아 뭘따면 좋을지 심각하게 고민하는중,1
#이른아침#사려니 숲길#몽환적,1
#산책로#중문 신라호텔,1
#꿈을실은 비행기#용두암 엔제리너스,1
#모녀여행#제주도여행코스#제주도#성산일출봉#카멜리아힐#테쉬폰#김녕초동복분교#왕따나무,1
조카와동백ㅎ,1
조카들과치치퐁묻닫아서ㅎ,1
조카랑엄마랑 1박한숙소1층엔당근케이크도있어요,1
#한라산 설경,1
#한라산 구름과 제주,1
#안돌숲길#안돌오름비오는 날 안돌숲길에서 마음의 여유를 찾다.,1
#월정리#월정리 카약#드론#항공촬영월정리카약체험장에서.,1
#우도#서빈백사#산호해수욕장#하하호호버거#우도땅콩아이스크림맑은 우도의 하늘과 먹거리들,1
#가을여행 #제주여행 #제주도 #가을의묘미 #억새 #산굼부리,1
#가을여행 #제주여행 #제주도 #방주교회 #핑크뮬리,1
#가을여행 #제주도여행 #제주바다 #파란바다,1
#5월제주 #초록예찬 #카멜리아힐 #수국파티 #우도여행 #서빈백사,1
#제주 #토종흑돼지 #토종흑돼지는 아무데서나 안팔아요 #여기가 #너무 맛있어서 #세번이나 갔다 #멜젓 #진리 #청양고추 #송송 #숨은 맛집 #혼밥 #혼술 #성산일출봉,1
#여전히 #맛있는 #망고레이 #스노우망고플롯 #추천 #강추 #핵맛 #달달한 #망고 #휴식 #제주여행,1
"제주 여행 정보검색 할 때 마다, 뻔한 관광지와 식당 소개글에 마우스 스크롤이 빨리 내려갔는데, 첫 줄부터 술술 읽혀 들어갔네요! 제목처럼 제주도의 몰랐던 가치를 알 수 있는 거 같아요!! 다 방문해볼게요!! 높은 값어치의 제주도 ""高値島(고치도)르라 ~"" ",1
#제주#김녕#일몰#동쪽,1
#jeju #island #perfect #trip #of #my #life #ever,1
#제주도느를옳다,1
#우도 #방어회 #회양과국수군 #3인이상1인20000원,1
#언제가도아름다운제주,1
,1
#맑음 #제주도 #보리게스트하우스 #구좌읍 #송당리 오래 머무른 송당리의 조용한 게스트하우스 어디서 사진을 찍든 인생샷을 건질 수 있는 장소이다. 조식도 맛있고 아침마다 진행하는 오름 투어도 너무나 매력적인 경험이었다.,1
#우도 #하고수동해수욕장 #맑은 #겨울바다제주도에 오면 꼭 한번 머물다 가는 우도.겨울의 우도는 조용하고 4계절 중 가장 푸르다.,1
#반고흐인사이드전 #비오는 날 최적의 장소 #또 가고싶은 곳,1
#폐공장 개조 카페 #분위기 최고 #최고의카페,1
#여러튀김 #떡볶이가 있는 곳 #전경 좋은 곳 #포토존가득해용,1
#제주 #선운정사 #낮보단 #밤에 #빛을 #발하는곳 #가는길에 #가로등이 #하나없어 #무섭기도하고 #이길이 #맞나 #했는데 #LED꽃보고 #반함,1
#서른맞이제주여행#우정여행#우도#제일좋아하는함덕해수욕장#제주도는안이쁜게뭐야,1
#첫제주여행#산굼부리 에서#제주 에서사는 #친구 와함께#바람쌩쌩불던날,1
#첫제주여행#신천목장#귤껍질#싱그러움 #상큼함 #푸른하늘,1
#첫제주여행#첫배낚시#차귀도배낚시체험#고등어 #잼 #바다위,1
#제주는#하늘도이뻐#결혼자#풋풋한추억#나름대로#셀프웨딩,1
스끼다시가 어머어마한 횟집다음 제주도 가면 다시 가고싶은곳,1
"20년지기 친구와 11월에 떠난 #제주도# 2박 3일 여행! 그 중에서 가장 기억에 남은 곳은  #카멜리아힐#입니다. 여성들이 좋아할만한 곳으로, 사진찍기 좋은 장소들이 곳곳에 숨어 있었거든요. 특히 인생샷 찍기를 원한다면 꼭 들러야 할 필수 코스!",1
#이중섭 거주지 #제주 #이중섭거리,1
#제주 #억새 #섭지코지,1
#제주 #애월 #푸른바다,1
#제주 #천지연폭포,1
"일상을 여행처럼, 여행을 일상처럼...친구들 가족과 함께한 시간, 즐거웟어요~",1
완만한 경사를 이루고 있는 쇠머리 오름 정상에 우뚝 솟아있는 2개의 등대가 완만한 능선의 파격을 이루고 그 아래 우도봉 주변을 빠르게 돌아다니며 일으키는 유람선의 파문이 우도의 멋을 더한다.  또 멀리 성산 일출봉이 허전해 보이는 바다로 저꾸 눈길을 잡는다.https://blog.naver.com/leedy7605/221553379576,1
11월 되기 전 가을 아직은 푸르던 새별오름,1
제주도 동쪽 함덕에 위치한 감귤카페애들하고 가기에 너무 좋아요.조용하고 커피도 맛있네요..,1
"10년만의 배방문, 10년전 날씨 사정으로 사진을 재대로 못찍었다.그 중간에 몇번을 왔지만 이곳은 올기회가 없어 이번에 10년간의 소회를 풀렀다.",1
"시설좋고, 무엇보다 사장님, 사모님의 친절함이 최고인 곳입니다.조식도 너무 깔끔하게 차려주세요.. :)바다도 가깝고, 신나게 놀기보다는 조용히 힐링하고 올 수 있는곳으로 아주 강추합니다.",1
#해외냐는#질문많았음#우도는#꼭가보세요,1
#신혼여행 #나의2세 덕분에 #해외대신 #제주도 #수학여행 이후로 와보지 않았던곳 #그러나 #해외만큼 볼거많고 즐길거리많고 맛난음식 많았던 #제주도 #카멜리아힐 #수국천국 #너무예쁘다,1
#여기가 #제주도인지 #하와이인지 #발리인지 #말로표현못할 #끝내주는 풍경 #솔솔 풍겨오는 #바다냄새 #시원한 #파도소리 #마음이 뻥뚫리네,1
#만만하게봤던 #천지연폭포 #수없는 계단 #오르락내리락 #내몸이 무거운 탓이었을까 #하지만 #그만큼 #보람있었던곳 #시원스래 #떨어지는 #천지연폭포 #산뜻한 공기 #주스와 함께라면 #또갈수있어,1
#우도,1
"#제주에서봄을봄 #제주도_광치기해변유채꽃밭추운 겨울에도, 제주에는 벌써 봄이 찾아왔네요.살랑살랑 유채꽃이 마음을 따뜻하게 만들어요. 제주에 일찍 찾아 온 봄을 보았습니다.",1
#제주 #애월 카페 #맨도롱또똣,1
#제주 바다,1
#제주도 #우도 #에메랄드빛 #푸른바다,1
#카멜리아힐 #태교여행,1
#카멜리아힐 #동백꽃 #제주여행 #하루방 #프로포즈 #제주1월 #힐링제주 #잘지내니?#감귤 #친구여행,1
#성산일출봉 #해녀갯마을식당 #해초비빔밥 #정상 #친구여행 #제주동부 #제주여행 #먹방제주 #세계자연유산 #4월제주,1
"#송악산 #혼자여행 #올레길10코스수능끝나고 혼자 배낭매고 여행했어요!게스트하우스 사장님의 추천으로 올레길 10코스중에서도 송악산 둘레길을 걸었어요! 날씨도 좋고, 길도 너무예뻐서 힐링하고왔어요!!",1
#함덕#애월#카멜리아힐#오토바이#여행#여자둘#제주도,1
#제주여행#더럭분교#색감굿#하늘굿#따뜻한제주#우정여행#제주도,1
#이호테우해변#말등대#포토존#각도#사진찍기좋은곳#여기서찍으면되요#푸드트럭#와이키키제주#스테이크#꿀맛,1
신혼여행입니다,1
#차귀도 #차귀도글라스요트 #글라스요트 #제주도여행 #여름휴가 #요트체험 #요트낚시 #신혼부부 #스노쿨링 #내리쬐는태양 #살다탔어 #그래도재밌어 #커플샷 #휴가,1
곽지과물해변에서의 아름다운 추억 해외온듯한 아름다운 바다. :-)너무 이쁜사진이 많아 ㅎㅎㅎ 다올려요ㅋ,1
#태광식당 #삼양검은모래해변 #제주공항,1
#세화해변 #월정리해변 #서울떡볶이 #코끼리통닭 # 한라봉,1
"20년 지기와 떠난 2박 3일 #제주도# 여행! 그동안 #오설록티뮤지엄#이 좋다는 얘기는 들었지만, 실제로 가보니 더욱 좋았다. 가을에도 초록 빛깔을 띠는 싱그러운 녹차잎들도, 전망대 위에서 바라 보는 멋진 전경도, 그리고 녹차로 만든 아이스크림과 녹차라떼도 참 맛있었다. 볼것도 즐길거리도 많았던 #오설록티뮤지엄#! 제주도 여행을 계획하는 이들에게 꼭 추천하고 싶은 장소다.",1
우도에서 스쿠터도 타고 맛있는 음식도 먹고 ??즐거웠던 시간??,1
봄날 같은 겨울날씨.정말 따뜻한 겨울산행.이런 맑은날...상상도못했는데 야호,1
#제주도 #한달살이 #마지막 #여행지 #산굼부리머리칼이 촉촉해질 만큼 안개가 짙은 날의 산굼부리오히려 맑은 날의 산굼부리보다 안개가 자욱한 날의 모습이 더 보기 어려울 거라 생각하며 열심히 찍고 열심히 오른 산굼부리처음으로 한 치 앞이 안 보인다는 말을 실감한 날 :),1
"#김영갑갤러리 #낙엽 #겨울 #가을 #감귤12월 제주도는 아직 겨울과 가을 사이였다.겨울이 가장 늦게 찾아오는 곳, 봄이 가장 빠르게 찾아오는 곳.덕분에 점점 짧아져가는 가을을 충분히 느낄 수 있는 곳이다.",1
#안돌오름 #한라산 맑은 날 안돌오름에서 바라본 한라산은 맑은 하늘 속에선 어디에 있든 정상을 보여주는 그런 곳이었다. 오르지 않았어도 가까워 질 수 있다는 배려 같다.,1
