대여일자,대여소번호,대여소명,대여구분코드,성별,연령대코드,이용건수,운동량,탄소량,이동거리(M),이용시간(분)
202606,00614,614. 용두동 사거리,일일권(3시간),M,~10대,1,313.00,2.82,12160.00,58
202606,00204,204. 국회의사당역 5번출구 옆,정기권,M,30대,219,11286.47,101.71,439006.88,4242
202606,00263,263. 근로자회관 사거리,가족권,,~10대,3,118.29,1.06,4595.73,45
202606,04272,4272. 홍남교 사거리,정기권,,60대,4,333.40,3.00,12952.49,51
202606,01610,1610. 화랑대역 2번출구 앞,일일권,F,~10대,21,2139.51,19.66,84714.59,690
202606,02326,2326. 대치동 삼성로,일일권(3시간),M,~10대,1,37.83,0.34,1469.56,4
202606,01304,1304. 만해공원,정기권,,기타,9,1011.35,9.11,39291.48,232
202606,05061,5061. 우장산동 가곡어린이공원앞,정기권,M,30대,319,12502.51,112.66,489153.21,5081
202606,00870,870.노들섬 서측 앞,일일권,,~10대,1,118.92,1.07,4620.00,51
202606,01180,1180. 마곡엠밸리 15단지(1502동) 건너편,정기권,M,~10대,209,5035.09,45.41,195852.06,1716
202606,03506,3506. 영동대교 북단,정기권,M,70대이상,7,176.64,1.59,6862.13,47
202606,02405,2405. 청담공원앞 교차로,일일권,,50대,1,40.41,0.36,1570.00,12
202606,00282,282. 신한은행 대림동지점,정기권,,기타,2,84.90,0.77,3298.03,22
202606,03557,3557.서울숲리버뷰자이APT105동 앞,일일권,F,50대,7,671.10,6.08,26181.75,293
202606,01681,1681. 현대6차 아파트,정기권,F,20대,40,2889.26,26.04,112248.49,1025
202606,00443,443.호암아트홀,일일권(3시간),M,30대,1,103.94,0.94,4038.06,87
202606,01448,1448. 코스트코 상봉점,일일권,F,~10대,10,547.30,4.94,21263.24,167
202606,05061,5061. 우장산동 가곡어린이공원앞,정기권,F,60대,74,3559.85,32.08,139677.80,1901
202606,05859,5859. 여의도 삼부아파트,정기권,M,~10대,12,443.38,4.01,17225.41,196
202606,01958,1958. 강서수도사업소민원센터,정기권,,40대,44,1843.26,16.61,71609.63,646
202606,02648,2648.헬리오시티 112동 앞,정기권,F,30대,96,7367.40,66.44,288244.74,2312
202606,00205,205. 산업은행 앞,일일권,F,40대,41,4890.64,44.10,190118.60,1989
202606,00643,643. 동대문구민체육센터 (육교아래),일일권,M,30대,43,4193.35,37.74,173470.01,1153
202606,02716,2716.롯데 R&D 센터,정기권,M,50대,38,2429.74,21.91,94395.86,524
202606,01411,1411. 상봉시장앞 교차로 한성빌딩 앞,일일권,,40대,4,260.33,2.36,10113.82,122
202606,04468,4468. 가락1동주민센터 ,가족권,M,~10대,2,365.98,3.30,14218.44,59
202606,01153,"1153. 발산역 1번, 9번 인근 대여소",일일권,F,20대,222,10852.54,98.61,433423.69,3878
202606,04280,4280.북가좌2동 주민센터,정기권,F,60대,6,262.57,2.37,10200.98,98
202606,00709,709. 신정3동 현장민원실 앞,정기권,,30대,31,1779.11,16.06,69117.96,607
202606,01686,1686. 상계주공10단지 종합상가 앞,정기권,F,~10대,22,705.31,6.60,28462.82,225
202606,04804,4804. 동서울농협 앞,일일권,M,50대,1,26.37,0.24,1024.57,16
202606,04599,4599. 대림우성아파트 사거리,일일권,M,50대,1,193.83,1.75,7530.35,49
202606,02306,2306. 압구정역 2번 출구 옆,일일권,M,~10대,23,2452.26,22.05,95018.65,870
202606,04968,4968.강동구 자원순환센터,정기권,,기타,1,31.58,0.28,1226.81,15
202606,05153,5153.한강버스 뚝섬 선착장,정기권,F,20대,340,35678.80,322.57,1392024.24,10777
202606,02339,2339. 현대아파트 정문 앞,일일권(비회원),,20대,1,49.55,0.45,1925.12,15
202606,04928,4928. 교수마을 입구,정기권,,기타,1,20.51,0.18,796.92,5
202606,03602,3602. 한국지역난방공사강남지사,정기권,M,70대이상,17,513.25,4.60,19939.69,150
202606,01339,1339. 삼성전자서비스 성북센터,정기권,F,50대,43,4184.95,37.73,162585.37,1027
202606,00513,513. 뚝섬역 5번 출구 정류소 옆,정기권,F,20대,106,5038.25,45.48,196144.52,2546
202606,02419,"2419.봉은사역 1,2번 출구 ",정기권,F,40대,19,1058.87,9.52,41137.46,400
202606,01504,1504. 삼양시장오거리,정기권,,20대,10,478.71,4.31,18598.27,130
202606,02525,2525.반포쇼핑타운 2동 앞,정기권,F,50대,97,8392.20,75.61,329248.26,2257
202606,04684,4684. 응암2동주민센터 버스정류장(영락중학교 방면),일일권(비회원),,기타,2,57.62,0.52,2238.75,22
202606,01036,1036. 고덕동 주양쇼핑,일일권,M,20대,27,1546.94,13.90,59860.94,483
202606,04882,4882. 위례포레샤인18단지 1802동,정기권,M,50대,65,6639.00,59.87,257925.16,1332
202606,03659,3659. 명일초등학교 옆,일일권,F,50대,1,192.60,1.74,7482.53,40
202606,04213,4213. 마포구중앙도서관 정문 앞,일일권(비회원),,40대,14,1019.46,9.18,39605.56,420
202606,00622,622. 전농사거리 교통섬,일일권,F,40대,5,234.59,2.11,9113.70,134
202606,01227,1227. 거여역 8번출구 뒤,정기권,,20대,47,3003.29,27.06,117298.18,802
202606,01079,1079.강일동입구교차로,정기권,,40대,30,1326.25,11.95,51524.91,393
202606,02430,2430.강남파이낸스센터앞(역삼역2번출구),일일권,M,60대,2,85.87,0.78,3335.96,68
202606,05309,5309. 월계 롯데캐슬아파트 뒤,정기권,F,20대,25,3056.05,27.56,125199.91,699
202606,00678,678.장안힐스테이트(아) 앞,일일권,,30대,16,1464.24,13.18,56885.78,388
202606,01941,1941. 오류동역 2번출구,정기권,F,50대,37,2962.73,26.71,115102.41,607
202606,00855,855.이촌역5번출구 앞,일일권(비회원),,30대,1,141.79,1.28,5508.68,32
202606,04083,4083.도봉아이나라도서관 앞,정기권,F,50대,79,7718.85,69.58,299878.83,3275
202606,01551,1551.4.19탑 앞,정기권,,60대,27,1663.14,14.96,64613.45,433
202606,04478,4478. 문정근린공원2,일일권,M,20대,20,994.44,8.95,38634.37,329
202606,01256,1256. 문정현대아파트 교차로,정기권,M,60대,8,205.22,1.85,7973.28,76
202606,04952,4952.천호시장 버스정류소 옆,일일권,,~10대,1,43.08,0.39,1673.62,14
202606,00915,915. 증산역 4번출구,일일권(비회원),M,30대,1,351.87,3.17,13670.00,77
202606,01868,1868.우리은행 시흥남자동화점 앞,정기권,M,60대,3,264.02,2.38,10257.30,115
202606,04545,4545. 청소년음악센터,정기권,F,30대,23,1338.45,12.07,51998.96,357
202606,02708,2708.강서한강자이타워 앞,정기권,M,60대,95,6855.39,61.81,266332.51,1822
202606,02276,2276. 영동1교 (양재천근린공원),가족권,F,~10대,1,229.34,2.07,8910.00,52
202606,04419,4419. 성북구 한예종 캠퍼스 본관,정기권,,40대,6,255.28,2.30,9917.65,60
202606,05095,5095. 원당근린공원,가족권(2시간),F,~10대,1,32.55,0.29,1264.44,12
202606,04935,4935. 도곡삼성래미안,정기권,M,30대,23,2235.63,20.08,86490.04,635
202606,02656,2656.풍납동 아이파크 107동 앞,정기권,M,50대,85,6066.99,54.67,235703.03,1781
202606,05333,5333. 노원역9번-10번 출구 앞,일일권(3시간),M,20대,1,258.17,2.33,10030.00,67
202606,01606,1606. 태릉입구역 3번출구 ,일일권,F,20대,30,2258.35,20.41,88106.53,614
202606,05882,5882. 휴젠느,정기권,M,50대,149,6996.78,63.05,272376.71,2336
202606,02263,2263. 바우뫼문화복지회관,정기권,F,50대,69,3944.86,35.59,153258.95,1993
202606,04826,4826. 홈플러스 면목점,일일권,,30대,24,2744.35,24.76,106618.92,704
202606,02058,2058. 동작경찰서,정기권,F,~10대,6,216.67,1.95,8417.37,57
202606,01218,1218. 방이역 4번출구,일일권(비회원),,40대,1,44.27,0.40,1720.00,13
202606,00279,279. 영등포 푸르지오 아파트 B,정기권,F,~10대,3,97.10,0.88,3772.46,26
202606,00636,636. 세종대왕기념관 교차로,일일권,F,40대,1,41.31,0.37,1604.74,11
202606,00984,984.상신초등학교앞 버스정류장,정기권,M,40대,90,7310.59,65.91,284017.51,2092
202606,00206,206. KBS 앞,일일권,F,50대,9,933.67,8.43,36272.12,357
202606,01137,1137. 등촌2동주민센터,정기권,M,~10대,56,3555.83,32.04,138143.41,1024
202606,02913,2913.상계8동 주민센터,정기권,F,50대,158,9525.22,85.88,372601.13,3351
202606,04908,4908. SB타워 앞,일일권,,20대,9,1130.69,10.18,43926.91,307
202606,01987,1987. 개봉아이파크아파트 앞,정기권,,30대,60,3976.71,35.86,154495.35,998
202606,00960,960. 구파발역 환승센터,정기권,F,50대,62,2377.24,21.44,92355.66,825
202606,01275,1275. 거여초등학교 옆,정기권,F,20대,33,1365.43,12.33,53047.55,568
202606,02289,2289. 남태령역 2번출구,일일권,,30대,3,1176.34,10.61,45700.75,221
202606,00501,501. 광진문화예술회관 앞,정기권,M,기타,1,14.23,0.13,552.84,5
202606,02257,2257. 청계산 입구 삼거리,정기권,F,50대,4,417.70,3.76,16227.61,154
202606,00869,869.노들섬 동측 앞,정기권,,기타,6,844.18,7.61,32796.27,172
202606,02637,2637. 아시아지하보도 14번 출구,일일권(3시간),F,30대,4,237.57,2.14,9229.50,189
202606,02801,2801. 대륭포스트타워1차,정기권,M,20대,191,9365.59,84.43,365049.31,3962
202606,01396,1396.래미안장위퍼스트하이(513동),일일권,,50대,4,393.91,3.56,15303.87,94
202606,02604,2604. 풍납토성 서성벽터A,정기권,F,40대,91,4431.16,39.93,172150.74,1552
202606,00451,451. 청와대앞길,정기권,F,50대,3,89.48,0.80,3476.15,77
202606,01449,1449. 상봉역 1번출구,일일권,F,60대,1,185.38,1.67,7202.09,88
202606,00704,704. 남부법원검찰청 교차로,정기권,M,20대,217,8968.45,80.45,350584.74,2541
202606,04801,4801. 충정로역 2호선(엘리베이터 앞),일일권,M,50대,1,73.56,0.66,2857.92,21
202606,03804,3804. 낙성대공원,일일권,F,40대,4,351.55,3.05,13823.28,204
202606,05305,5305. 대륜E&S 서울지사 앞,정기권,,20대,24,1056.24,9.53,41035.17,265
202606,01418,1418. 새솔초등학교,정기권,,70대이상,1,20.92,0.19,812.59,7
202606,00310,310. 청계광장 옆,정기권,M,30대,287,17793.74,160.33,692540.24,6549
202606,04382,4382. 페코텍글로벌허브빌딩 앞,정기권,,50대,66,5010.97,45.16,194676.27,2449
202606,03783,3783. 마곡금호어울림아파트,일일권,,30대,12,1485.89,13.39,57727.01,357
202606,04270,4270. 우국한마음 아파트 맞은편,일일권,,60대,1,65.32,0.59,2537.56,14
202606,00474,474.동대문역사문화공원역 1번출구 뒤편,정기권,F,~10대,9,456.33,4.11,17727.89,332
202606,02337,2337. 대모산입구역 2번출구 앞,정기권,,40대,6,600.75,5.43,23338.88,159
202606,02919,2919.등나무 근린공원(시립북서울미술관 앞) ,일일권,,40대,16,827.49,7.45,32148.91,565
202606,02139,2139. 서울신성초등학교,정기권,M,50대,25,1888.32,17.00,73361.54,495
202606,00430,430. 장충동먹자골목 앞,일일권,F,40대,3,107.38,0.97,4171.79,117
202606,01655,1655. 공릉1단지아파트,일일권(비회원),,40대,1,85.10,0.77,3306.02,27
202606,04480,4480. 가락시장 남1문 사거리,정기권,,기타,7,291.01,2.62,11305.78,149
202606,01538,1538. 솔밭공원역,일일권,M,~10대,14,724.68,6.53,28153.15,261
202606,04217,4217. 한강공원 망원나들목,일일권,M,기타,8,740.59,6.68,28771.40,277
202606,02368,2368. 도곡동 경남아파트 건너편,정기권,F,20대,6,223.67,2.02,10827.84,271
202606,01050,1050.  둔촌역 3번 출입구,정기권,,기타,70,2072.99,19.12,82437.96,682
202606,00964,964. 북한산힐스테이트 7차아파트,일일권(비회원),,20대,1,44.55,0.40,1730.59,11
202606,00903,903. 은평뉴타운 아이파크,일일권,M,60대,1,30.64,0.28,1190.46,5
202606,02531,2531.멤피스아파트 앞,정기권,M,40대,239,11316.90,102.05,439664.14,3555
202606,00427,427. 성산시영아파트,정기권,M,60대,44,2981.02,26.31,113394.56,1135
202606,01452,1452. 겸재교 진입부,정기권,M,30대,249,15718.92,141.87,620303.85,4454
202606,00260,260. 여의도 마리나선착장 앞,정기권,,기타,3,498.27,4.49,19357.56,103
202606,00437,437. 대흥역 1번출구,정기권,F,20대,41,2447.52,22.07,95086.52,903
202606,03905,3905. 희훈타워빌 앞,정기권,,20대,123,4679.16,42.21,181786.14,1761
202606,04677,4677. 백련산 SK뷰 아이파크 해모로 아파트 앞,정기권,F,~10대,1,23.48,0.21,912.28,5
202606,00995,995.은평다목적체육관,정기권,M,30대,55,3195.28,28.79,124136.46,1044
202606,02284,2284. CJ오쇼핑앞,정기권,,30대,17,411.83,3.69,15999.64,202
202606,03640,3640. 일원1동주민센터앞 사거리,일일권,M,20대,30,1975.94,17.82,76683.15,597
202606,01730,1730. 도봉산역 교차로 앞,정기권,,50대,2,656.11,5.92,25489.85,129
202606,01924,1924. 삼부르네상스파크빌,정기권,,30대,158,5102.17,45.95,199908.24,1780
202606,06177,6177. 마곡롯데캐슬르웨스트,가족권,F,~10대,3,113.38,1.02,4404.95,46
202606,03529,3529. 어린이대공원정문,정기권,M,30대,99,3817.30,34.38,148301.09,2346
202606,03582,3582.화양동 우체국,일일권(비회원),,30대,2,194.07,1.75,7539.67,66
202606,00664,664. 서울시립대 건설공학관,정기권,M,50대,14,1131.80,10.20,43970.66,374
202606,00846,846. 용산중학교,일일권,,40대,3,90.99,0.82,3535.23,23
202606,02274,2274. 양재시민의숲역 3번출구,일일권,M,20대,44,2938.06,26.44,114436.84,1001
202606,05868,5868. 로프트시티오피스텔,정기권,M,기타,1,32.30,0.29,1254.78,7
202606,06177,6177. 마곡롯데캐슬르웨스트,정기권,F,60대,12,414.33,3.74,16097.19,225
202606,00638,638. 서울시립대 정보기술관,일일권,M,50대,1,51.07,0.46,1983.95,16
202606,00207,207. 여의나루역 1번출구 앞,일일권,F,40대,22,2618.94,24.14,104071.78,824
202606,00207,207. 여의나루역 1번출구 앞,일일권,F,50대,3,513.70,4.63,19957.41,154
202606,02266,2266. 서초역 3번출구,정기권,,30대,58,4216.00,38.00,163792.27,1121
202606,00755,755. 목동1단지아파트 상가 앞,일일권(3시간),M,~10대,2,500.56,4.51,19446.79,220
202606,00207,207. 여의나루역 1번출구 앞,일일권,F,기타,2,204.59,1.84,7948.30,47
202606,00780,780.신정교 하부,정기권,M,50대,401,55360.98,498.95,2152573.75,13595
202606,03405,3405.파크팰리스,일일권(비회원 3시간),,기타,2,770.62,6.95,29938.90,155
202606,00440,440. 하늘공원 입구,가족권,F,~10대,2,285.45,2.57,11089.63,110
202606,04582,4582. 국회도서관,가족권,F,~10대,2,115.93,1.04,4504.04,46
202606,01248,1248. 방이초등학교,정기권,,30대,178,9797.68,88.28,380641.47,3827
202606,04958,4958. 고덕래미안힐스테이트 아파트 211동,정기권,,60대,2,35.14,0.31,1365.42,9
202606,01274,1274. 영파여고 앞,일일권,F,50대,3,117.94,1.06,4582.04,36
202606,03910,3910. 목양전원교회 앞 로터리,정기권,M,60대,2,55.65,0.50,2162.16,12
202606,02308,2308. 압구정파출소 앞,일일권(비회원),,기타,10,1562.88,14.08,60718.39,796
202606,05338,5338. 상계초교 입구 교차로,일일권,M,40대,13,894.00,8.06,34732.36,306
202606,03507,3507. 어린이회관,정기권,F,50대,28,946.40,8.55,36767.32,284
202606,00207,207. 여의나루역 1번출구 앞,일일권(3시간),F,30대,6,462.31,4.17,17960.82,466
202606,04062,4062. 평화도봉공원 주변,일일권,,30대,12,1076.62,9.71,41826.58,257
202606,00863,863.이촌역2번 출구,일일권,,40대,1,12.10,0.11,470.00,3
202606,03863,3863. 동일로58길 입구,정기권,M,20대,262,9890.84,88.71,381976.77,3567
202606,02509,2509. 심산기념문화센터,일일권,F,40대,5,159.11,1.50,6494.34,47
202606,00765,765. 오목교역 3번출구,일일권,F,50대,18,1338.00,12.06,51981.03,442
202606,05073,5073. 우장산역 헤링턴타워 앞,정기권,M,70대이상,179,11763.17,106.00,456999.56,11956
202606,02242,2242.양재역 10번 출구 앞,일일권(비회원),,기타,2,450.32,4.06,17494.97,130
202606,02024,2024. 상도역 1번출구,정기권,F,~10대,2,249.69,2.25,9700.61,51
202606,03675,3675. 강동리버스트8단지,일일권(3시간),M,~10대,2,755.93,6.81,29367.99,260
202606,03311,3311.서울대입구역 4번 출구,정기권,F,20대,48,1402.44,12.71,55891.82,503
202606,02103,2103. 신림동 우방아파트,정기권,M,20대,175,7766.24,69.71,304440.93,2900
202606,01479,1479.면목 홈플러스 2 ,정기권,F,~10대,2,101.94,0.92,3960.49,30
202606,01501,"1501. 미아역 3번,4번 출구 사이",일일권,,50대,2,151.41,1.37,5882.32,48
202606,02235,2235.KT 서초지사 앞,정기권,M,50대,45,2376.26,21.42,92318.51,1209
202606,03575,3575. 자양사거리(서원빌딩),정기권,,60대,26,705.17,6.37,27395.19,618
202606,00207,207. 여의나루역 1번출구 앞,정기권,,20대,136,9421.66,84.96,366030.67,2349
202606,01702,1702. 녹천역 1번출구 앞,가족권,F,~10대,1,165.46,1.49,6428.27,54
202606,02340,2340. 삼호물산버스정류장(23370) 옆,정기권,M,20대,185,9457.58,85.20,369702.81,2473
202606,02728,2728.마곡나루역 3번 출구,일일권,F,50대,12,699.38,6.31,27171.14,229
202606,04367,4367. kt 행당빌딩 앞,정기권,,30대,67,4117.25,37.13,165054.22,1547
202606,01664,1664. 노해근린공원내,일일권(3시간),M,~10대,3,839.67,7.57,32621.48,213
202606,00449,449. 일성아파트,정기권,,70대이상,1,28.21,0.25,1095.98,4
202606,01240,1240. 문정 법조단지4,일일권,F,30대,22,1906.88,17.20,74082.38,574
202606,02406,2406. 논현동 광명빌딩 앞,일일권(비회원 3시간),,기타,2,668.63,6.03,25976.13,447
202606,04939,4939.도산공원,일일권(비회원),,기타,15,1297.26,11.70,50398.24,493
202606,01765,1765.쌍문역 1번출구 주변,정기권,M,~10대,46,2147.08,19.37,83413.94,670
202606,01038,1038. 강일 다솜 어린이 공원,가족권(2시간),F,~10대,2,132.07,1.19,5130.72,130
202606,00207,207. 여의나루역 1번출구 앞,정기권,F,~10대,6,910.63,8.29,35707.39,268
202606,03604,3604. 삼성중앙역 5번출구,일일권,M,20대,6,298.53,2.65,11428.24,57
202606,01009,1009. 천호역4번출구(현대백화점),일일권,F,60대,3,134.06,1.20,5208.57,96
202606,04873,4873. 개롱역사거리 2번 출구,일일권,F,30대,10,848.31,7.64,32956.90,252
202606,04014,4014. 불암산역 3번 출구,정기권,M,70대이상,6,328.82,2.96,12774.41,87
202606,04672,4672. 준빌딩 앞,정기권,,70대이상,1,22.81,0.21,885.98,5
202606,05070,5070. 마곡13단지힐스테이트마스터 후문(1320동 앞),정기권,,50대,72,2328.75,20.97,91034.86,1035
202606,00720,720. 서울강월초등학교 앞,정기권,M,20대,72,2671.75,24.00,103373.66,990
202606,00553,553. 중곡 성원아파트 앞,가족권,M,~10대,1,146.20,1.32,5680.00,55
202606,00322,322. 명동성당 앞,정기권,M,20대,42,1765.31,15.94,68583.51,626
202606,01102,1102. 방화사거리 마을버스 버스정류장,가족권,F,~10대,1,106.82,0.96,4150.00,42
202606,00256,256. 동아에코빌입구,정기권,M,70대이상,1,11.29,0.10,438.65,3
202606,00209,209. 유진투자증권빌딩 앞,가족권(2시간),,~10대,1,245.35,2.21,9531.72,83
202606,02410,2410. 포스코피앤에스타워 (역삼역 3번출구 부근),일일권,M,기타,1,120.46,1.09,4680.00,40
202606,03640,3640. 일원1동주민센터앞 사거리,일일권,M,60대,2,193.54,1.74,7519.10,75
202606,04797,4797. KG타워 앞,정기권,F,70대이상,1,30.34,0.27,1178.69,7
202606,04208,4208. 스타벅스(동교동) 앞,정기권,M,50대,52,3855.84,34.75,149800.18,1572
202606,04102,4102. 휘경1동주민센터 앞,정기권,F,~10대,3,37.21,0.34,1445.65,17
202606,04303,4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),정기권,M,60대,18,1368.56,12.24,52831.19,579
202606,04083,4083.도봉아이나라도서관 앞,정기권,M,~10대,275,11883.95,107.24,464417.52,3947
202606,03010,3010.홍대입구역 3번출구,정기권,,60대,4,369.83,3.33,14368.28,72
202606,02530,2530.삼호3차아파트 앞,정기권,F,40대,139,12757.69,115.08,498805.65,3764
202606,04362,4362. 행당중학교 후문,정기권,M,~10대,8,1115.69,10.61,45714.17,307
202606,00785,"785.양천구청, 보건소 사잇길",일일권,M,기타,1,338.08,3.05,13134.23,71
202606,00508,508. 성수아카데미타워 앞,일일권(비회원),,기타,25,2077.06,18.74,82701.05,719
202606,02270,2270. 서초포레스타 7단지,정기권,M,50대,22,2745.82,24.76,106675.75,758
202606,04616,4616. 신용산지하차도 앞,일일권,,기타,4,94.55,0.85,3673.37,33
202606,01205,1205. 종합운동장역 4번출구,정기권,M,70대이상,3,240.67,2.17,9349.64,59
202606,03860,3860. 건국대학교 정문 앞,일일권,M,40대,7,300.90,2.72,11689.91,88
202606,01314,1314. 정릉꿈에그린1단지 201동 앞,일일권,F,60대,1,339.02,3.06,13170.99,57
202606,04632,4632. 용산 푸르지오 파크타운 1단지 앞,정기권,F,40대,18,958.22,8.65,41962.71,403
202606,00209,209. 유진투자증권빌딩 앞,일일권,M,40대,71,9671.34,86.83,374080.06,2438
202606,01642,1642. 서울여대 남문,정기권,M,40대,76,3303.62,29.60,128508.52,1265
202606,03970,3970. 시흥4동주민센터 앞,정기권,M,50대,3,230.97,2.09,8973.59,43
202606,00853,853.용산역 맞은편,일일권(비회원),,30대,5,133.53,1.19,5187.41,56
202606,02007,2007. 유한양행앞,정기권,,20대,3,145.97,1.32,5670.50,44
202606,04041,4041. 공릉역3번출구,일일권,M,60대,8,343.14,3.10,13330.82,119
202606,02826,2826.가마산지하보도 옆,일일권,,기타,3,1325.66,11.95,51501.62,312
202606,04566,4566. 대림성원상떼빌아파트,정기권,F,50대,86,5401.79,48.69,209860.20,1970
202606,00585,585. 성수2가1동 공영주차장 인근,일일권(3시간),M,~10대,1,49.42,0.45,1920.00,20
202606,02015,2015. 신대방삼거리역 6번출구쪽,일일권,,50대,1,52.25,0.47,2030.00,25
202606,04634,4634. 이태원역 3번 출구,일일권,M,40대,5,744.88,6.71,28938.63,180
202606,01181,1181. 농수산식품공사 (강서지사),정기권,,70대이상,2,101.28,0.91,3934.76,21
202606,04556,4556. 리버뷰신안인스빌1차 후문,정기권,,30대,120,4446.96,40.08,172764.22,1340
202606,06177,6177. 마곡롯데캐슬르웨스트,일일권(비회원),,기타,7,372.47,3.36,14470.64,101
202606,04005,4005. 중계2차 한화꿈에그린 101동 인근,정기권,M,20대,71,3385.29,30.54,131518.16,1355
202606,04690,4690.은평뉴타운폭포동 힐스테이트4단지,정기권,F,30대,3,82.94,0.75,6801.20,91
202606,00743,743. 현대6차아파트 101동 옆,정기권,F,20대,90,4229.68,37.57,161847.29,1053
202606,00209,209. 유진투자증권빌딩 앞,일일권(비회원),,40대,1,87.22,0.79,3388.43,17
202606,00429,429. 송도병원,정기권,,30대,1,107.59,0.97,4180.00,30
202606,01690,1690. 도봉운전면허시험장 버스정류장 옆,일일권,,20대,22,1491.22,13.42,57933.47,363
202606,00354,354. 포르투갈 대사관 앞,정기권,,기타,2,42.33,0.60,2599.40,16
202606,00454,454. 종로2가 버스정류장 (종각방향),일일권,M,50대,6,520.03,4.70,20203.11,178
202606,01536,1536. 번동 두산위브 101동 옆,일일권,M,20대,30,1367.08,12.29,52953.97,412
202606,01102,1102. 방화사거리 마을버스 버스정류장,정기권,,기타,24,993.75,8.98,38607.52,294
202606,01041,1041. 묘곡초등학교,일일권,M,40대,11,1436.49,12.95,55807.66,575
202606,00938,938. 금암 문화공원,일일권,F,기타,1,294.71,2.66,11449.53,124
202606,01946,1946. 구로역 광장,일일권,F,30대,47,3223.12,29.38,126757.48,1016
202606,02095,2095.경문고등학교 앞,일일권,F,40대,2,53.59,0.48,2081.78,24
202606,00903,903. 은평뉴타운 아이파크,정기권,,40대,38,924.19,8.30,35904.75,354
202606,01019,1019. 다성이즈빌아파트(호원대 대각선 맞은편),정기권,M,~10대,56,1984.62,17.93,77417.39,700
202606,02257,2257. 청계산 입구 삼거리,정기권,M,60대,4,436.95,3.94,16975.56,151
202606,03894,3894. 노룬산시장 앞,일일권,M,50대,6,518.74,4.68,20153.59,170
202606,03956,3956. 대륭테크노타운21차 앞,정기권,F,~10대,17,1855.56,16.74,72088.79,439
202606,00209,209. 유진투자증권빌딩 앞,정기권,F,50대,64,4124.46,37.87,163298.09,1845
202606,00243,243. 이앤씨드림타워 앞,일일권,M,40대,39,2574.98,23.22,100037.03,749
202606,01450,1450. 화랑대역 7번출구,일일권(3시간),M,40대,1,335.21,3.02,13023.10,106
202606,00367,367. 독립문역 3-1번출구 ,정기권,M,30대,161,6229.62,54.08,233027.91,1976
202606,00958,958. 본 서부병원 버스정류장(은평 세무서 방면),정기권,F,~10대,12,207.51,1.86,8061.13,62
202606,02717,2717.LG유플러스 마곡사옥,일일권(3시간),F,50대,1,498.11,4.49,19351.63,90
202606,01306,1306. 한성대입구역2번출구,정기권,M,20대,177,8014.69,72.52,315088.87,2075
202606,02902,2902.공릉풍림아파트 108동,일일권,M,30대,4,180.34,1.63,7006.53,86
202606,01351,1351. 안암2교 옆,정기권,,40대,49,2990.50,26.94,116125.38,950
202606,01308,1308. 안암로터리 버스정류장 앞,정기권,M,~10대,117,3302.57,29.77,129458.57,1250
202606,03931,3931. 천왕역 3번 출구 뒤,일일권,M,30대,16,1196.17,10.80,46471.90,273
202606,00209,209. 유진투자증권빌딩 앞,정기권,M,기타,3,115.07,1.04,4470.54,56
202606,04539,4539. 목동7단지아파트 A상가,가족권(2시간),F,~10대,1,377.44,3.40,14663.50,104
202606,02069,2069. 숭실대 입구역3번 출구 앞,일일권,M,60대,1,38.88,0.35,1510.64,9
202606,03113,3113. 독립문 앞,일일권(3시간),M,30대,1,64.68,0.58,2512.63,95
202606,02641,2641.송파역 4번출구,일일권,,기타,11,993.19,8.96,38585.31,305
202606,01039,1039. 고덕초등학교,정기권,,50대,21,560.72,5.05,21784.45,175
202606,01081,1081.트레빌빌딩,일일권,M,60대,2,53.37,0.46,1984.33,50
202606,00782,782.서남병원 후문,정기권,M,40대,33,2307.28,20.80,89638.49,546
202606,03663,3663. 암사정수센터교차로(강동롯데캐슬퍼스트아파트),일일권,F,~10대,2,208.30,1.88,8092.53,71
202606,02102,2102. 봉림교 교통섬,일일권,,60대,1,222.44,2.00,8641.87,47
202606,00510,510. 뚝도아리수정수센터 버스정류소 옆,정기권,,20대,34,4216.76,37.97,163820.31,1269
202606,01722,1722. 창동청소년수련관,가족권(2시간),,~10대,1,448.65,4.04,17430.11,134
202606,00506,506. 금호 어울림 아파트 앞,정기권,,기타,3,157.65,1.42,6124.62,39
202606,03816,3816. 관악 GSfresh,일일권,F,20대,11,590.63,5.33,22946.23,178
202606,01251,1251. 석촌역 2번출구,일일권,,40대,13,613.06,5.52,23817.13,181
202606,05321,5321.불암아파트 앞,정기권,M,50대,47,1725.67,15.55,67044.10,540
202606,01407,1407. 먹골역 1번출구 뒤,일일권,F,30대,15,950.65,8.58,36932.43,430
202606,00650,650. 중랑교사거리,일일권,F,30대,44,7755.88,70.28,302909.10,2022
202606,01282,1282. 송파소방서 맞은편(성내4교),일일권(비회원),,기타,5,510.47,4.61,19831.58,190
202606,00213,213. KT앞,일일권,M,60대,6,283.12,2.55,10999.41,85
202606,00750,750. 연의근린공원 건너편,일일권,,20대,3,284.14,2.57,11038.77,81
202606,03131,3131.연가교 교차로,일일권,M,~10대,11,1117.97,10.08,43433.40,382
202606,00678,678.장안힐스테이트(아) 앞,정기권,,50대,67,6420.42,57.91,249433.71,2074
202606,05326,5326. 대진고교앞 교차로,정기권,F,20대,63,2527.20,22.78,98181.47,1142
